N	numinstance	numrun	fitness	budget
100	6	8	5201	6423
100	6	9	5223	7152
100	6	10	5149	6398
100	6	11	5195	7444
100	6	12	5195	5764
100	6	13	5211	6790
100	6	14	5228	6554
100	6	15	5228	6021
100	6	16	5221	5669
100	6	17	5207	6260
100	6	18	5228	4742
100	6	19	5207	6060
100	6	20	5182	5396
100	6	21	5137	6482
100	6	22	5222	5483
100	6	23	5243	7489
100	6	24	5162	6323
100	6	25	5214	4641
100	6	26	5223	6401
100	6	27	5207	6998
100	6	28	5223	6664
100	6	29	5228	6786
100	6	30	5221	6101
100	6	31	5243	6512
100	6	32	5243	7485
100	6	33	5223	6858
100	6	34	5235	6718
100	6	35	5157	5334
100	6	36	5222	6673
100	6	37	5197	4825
100	6	38	5157	5837
100	6	39	5222	5629
100	6	40	5228	6386
100	6	41	5234	6951
100	6	42	5235	7940
100	6	43	5222	5309
100	6	44	5222	7138
100	6	45	5207	6009
100	6	46	5222	7403
100	6	47	5197	5981
100	6	48	5207	7081
100	6	49	5243	6094
100	6	50	5162	6454
100	6	51	5228	5297
100	6	52	5149	6383
100	6	53	5211	8766
100	6	54	5223	6595
100	6	55	5201	6650
100	6	56	5222	6230
100	6	57	5130	5457
100	6	58	5223	8642
100	6	59	5205	6448
100	6	60	5219	5930
100	6	61	5197	6271
100	6	62	5197	7440
100	6	63	5235	6127
100	6	64	5214	6509
100	6	65	5207	6309
100	6	66	5201	6146
100	6	67	5162	7102
100	6	68	5182	6988
100	6	69	5228	7689
100	6	70	5161	5363
100	6	71	5207	6962
100	6	72	5207	5568
100	6	73	5211	4864
100	6	74	5223	5722
100	6	75	5181	8370
100	6	76	5221	6101
100	6	77	5130	5538
100	6	78	5223	5016
100	6	79	5221	4491
100	6	80	5221	6472
100	6	81	5207	6635
100	6	82	5221	5801
100	6	83	5197	5183
100	6	84	5161	6266
100	6	85	5221	5970
100	6	86	5205	6835
100	6	87	5213	6339
100	6	88	5221	6136
100	6	89	5181	5607
100	6	90	5162	6930
100	6	91	5207	5059
100	6	92	5211	6627
100	6	93	5197	6864
100	6	94	5222	6403
100	6	95	5211	6644
100	6	96	5197	5981
100	6	97	5182	6185
100	6	98	5243	5636
100	6	99	5131	5423
100	6	100	5243	5901
100	6	101	5207	5973
100	6	102	5243	6561
100	6	103	5207	5983
100	6	104	5214	5585
100	6	105	5162	5246
100	6	106	5214	6338
100	6	107	5162	5827
100	6	108	5182	6003
100	6	109	5243	5013
100	6	110	5222	6302
100	6	111	5162	6290
100	6	112	5197	7221
100	6	113	5221	5158
100	6	114	5222	5336
100	6	115	5234	7530
100	6	116	5243	5048
100	6	117	5197	6005
100	6	118	5208	5944
100	6	119	5243	6369
100	6	120	5214	6611
100	6	121	5228	6214
100	6	122	5222	7604
100	6	123	5201	5759
100	6	124	5235	5233
100	6	125	5243	6940
100	6	126	5222	7069
100	6	127	5243	6114
100	6	128	5234	6808
100	6	129	5162	6400
100	6	130	5214	7291
100	6	131	5194	7010
100	6	132	5162	5303
100	6	133	5223	7574
100	6	134	5222	6830
100	6	135	5207	5163
100	6	136	5228	6723
100	6	137	5243	6021
100	6	138	5228	6217
100	6	139	5197	6203
100	6	140	5207	6308
100	6	141	5228	7059
100	6	142	5208	5980
100	6	143	5182	5809
100	6	144	5198	6425
100	6	145	5213	6840
100	6	146	5195	6844
100	6	147	5185	6121
100	6	148	5194	5770
100	6	149	5117	6318
100	6	150	5214	6319
100	6	151	5228	6480
100	6	152	5222	6773
100	6	153	5207	6465
100	6	154	5228	7771
100	6	155	5222	8244
100	6	156	5149	6502
100	7	0	4899	5298
100	7	1	4858	6674
100	7	2	5015	7744
100	7	3	4964	5404
100	7	4	4947	4685
100	7	5	4982	5623
100	7	6	4875	4871
100	7	7	4973	7825
100	7	8	4964	4980
100	7	9	4913	6375
100	7	10	4973	7219
100	7	11	4968	6059
100	7	12	4961	6738
100	7	13	4842	4739
100	7	14	4951	5262
100	7	15	4840	5090
100	7	16	4946	5910
100	7	17	5015	7502
100	7	18	4966	5727
100	7	19	4999	6280
100	7	20	4967	7520
100	7	21	4959	7054
